 H2O    -200588.6
 HY    -848982.1
 PY    -848979.6
 4HY    -848951.1
 4PY    -848939.2
 HY_H2O    -1049605.6
 PY_H2O    -1049609.9
 TST_GAS    -848836.8
 TST_H2O    -1049556.8
